Table,Field,Type,Nullable,Default,Description,Category
Equipment,equipmentLevel,Int,No,1,,Core Infrastructure
Equipment,parentEquipmentId,String,Yes,,,Core Infrastructure
Equipment,manufacturer,String,Yes,,,Core Infrastructure
Equipment,model,String,Yes,,,Core Infrastructure
Equipment,serialNumber,String,Yes,,,Core Infrastructure
Equipment,installDate,DateTime,Yes,,,Core Infrastructure
Equipment,commissionDate,DateTime,Yes,,,Core Infrastructure
Equipment,siteId,String,Yes,,,Core Infrastructure
Equipment,areaId,String,Yes,,,Core Infrastructure
Equipment,workCenterId,String,Yes,,,Core Infrastructure
Equipment,workUnitId,String,Yes,,,Core Infrastructure
Equipment,status,EquipmentStatus,No,,,Core Infrastructure
Equipment,currentState,EquipmentState,No,IDLE,,Core Infrastructure
Equipment,stateChangedAt,DateTime,No,now(,,Core Infrastructure
Equipment,utilizationRate,Float,Yes,auto,,Core Infrastructure
Equipment,availability,Float,Yes,auto,,Core Infrastructure
Equipment,performance,Float,Yes,auto,,Core Infrastructure
Equipment,quality,Float,Yes,auto,,Core Infrastructure
Equipment,oee,Float,Yes,auto,,Core Infrastructure
Equipment,ratedCapacity,Float,Yes,,,Core Infrastructure
Equipment,currentCapacity,Float,Yes,,,Core Infrastructure
Equipment,isActive,Boolean,No,true,,Core Infrastructure
Equipment,createdAt,DateTime,No,now(,,Core Infrastructure
Equipment,updatedAt,DateTime,No,,,Core Infrastructure
Equipment,area,Area,Yes,,,Core Infrastructure
Equipment,parentEquipment,Equipment,Yes,,,Core Infrastructure
Equipment,childEquipment,Equipment[],No,,,Core Infrastructure
Equipment,site,Site,Yes,,,Core Infrastructure
Equipment,workCenter,WorkCenter,Yes,,,Core Infrastructure
Equipment,workUnit,WorkUnit,Yes,,,Core Infrastructure
Equipment,capabilities,EquipmentCapability[],No,,,Core Infrastructure
Equipment,equipmentCommands,EquipmentCommand[],No,,,Core Infrastructure
Equipment,equipmentDataCollections,EquipmentDataCollection[],No,,,Core Infrastructure
Equipment,logs,EquipmentLog[],No,,,Core Infrastructure
Equipment,equipmentMaterialMovements,EquipmentMaterialMovement[],No,,,Core Infrastructure
Equipment,performanceData,EquipmentPerformanceLog[],No,,,Core Infrastructure
Equipment,stateHistory,EquipmentStateHistory[],No,,,Core Infrastructure
Equipment,machineTimeEntries,MachineTimeEntry[],No,,,Core Infrastructure
Equipment,maintenanceWorkOrders,MaintenanceWorkOrder[],No,,,Core Infrastructure
Equipment,processDataCollections,ProcessDataCollection[],No,,,Core Infrastructure
Equipment,productionScheduleRequests,ProductionScheduleRequest[],No,,,Core Infrastructure
EquipmentCapability,id,String,No,cuid(,,Core Infrastructure
EquipmentCapability,equipmentId,String,No,,,Core Infrastructure
EquipmentCapability,capabilityType,String,No,,,Core Infrastructure
EquipmentCapability,capability,String,No,,,Core Infrastructure
EquipmentCapability,description,String,Yes,,,Core Infrastructure
EquipmentCapability,parameters,Json,Yes,,,Core Infrastructure
EquipmentCapability,certifiedDate,DateTime,Yes,,,Core Infrastructure
EquipmentCapability,expiryDate,DateTime,Yes,,,Core Infrastructure
EquipmentCapability,isActive,Boolean,No,true,,Core Infrastructure
EquipmentCapability,createdAt,DateTime,No,now(,,Core Infrastructure
EquipmentCapability,updatedAt,DateTime,No,,,Core Infrastructure
EquipmentCapability,equipment,Equipment,No,,,Core Infrastructure
EquipmentLog,id,String,No,cuid(,,Core Infrastructure
EquipmentLog,equipmentId,String,No,,,Core Infrastructure
EquipmentLog,logType,EquipmentLogType,No,,,Core Infrastructure
EquipmentLog,description,String,No,,,Core Infrastructure
EquipmentLog,userId,String,Yes,,,Core Infrastructure
EquipmentLog,loggedAt,DateTime,No,now(,,Core Infrastructure
EquipmentLog,equipment,Equipment,No,,,Core Infrastructure
EquipmentLog,user,User,Yes,,,Core Infrastructure
EquipmentStateHistory,id,String,No,cuid(,,Core Infrastructure
EquipmentStateHistory,equipmentId,String,No,,,Core Infrastructure
EquipmentStateHistory,previousState,EquipmentState,Yes,,,Core Infrastructure
EquipmentStateHistory,newState,EquipmentState,No,,,Core Infrastructure
EquipmentStateHistory,reason,String,Yes,,,Core Infrastructure
EquipmentStateHistory,changedBy,String,Yes,,,Core Infrastructure
EquipmentStateHistory,stateStartTime,DateTime,No,now(,,Core Infrastructure
EquipmentStateHistory,stateEndTime,DateTime,Yes,,,Core Infrastructure
EquipmentStateHistory,duration,Int,Yes,,,Core Infrastructure
EquipmentStateHistory,workOrderId,String,Yes,,,Core Infrastructure
EquipmentStateHistory,operationId,String,Yes,,,Core Infrastructure
EquipmentStateHistory,downtime,Boolean,No,auto,,Core Infrastructure
EquipmentStateHistory,createdAt,DateTime,No,now(,,Core Infrastructure
EquipmentStateHistory,equipment,Equipment,No,,,Core Infrastructure
EquipmentPerformanceLog,id,String,No,cuid(,,Core Infrastructure
EquipmentPerformanceLog,equipmentId,String,No,,,Core Infrastructure
EquipmentPerformanceLog,periodStart,DateTime,No,,,Core Infrastructure
EquipmentPerformanceLog,periodEnd,DateTime,No,,,Core Infrastructure
EquipmentPerformanceLog,periodType,PerformancePeriodType,No,SHIFT,,Core Infrastructure
EquipmentPerformanceLog,plannedProductionTime,Int,No,,,Core Infrastructure
EquipmentPerformanceLog,operatingTime,Int,No,,,Core Infrastructure
EquipmentPerformanceLog,downtime,Int,No,,,Core Infrastructure
EquipmentPerformanceLog,availability,Float,No,,,Core Infrastructure
EquipmentPerformanceLog,idealCycleTime,Float,Yes,,,Core Infrastructure
EquipmentPerformanceLog,actualCycleTime,Float,Yes,,,Core Infrastructure
EquipmentPerformanceLog,totalUnitsProduced,Int,No,,,Core Infrastructure
EquipmentPerformanceLog,targetProduction,Int,Yes,,,Core Infrastructure
EquipmentPerformanceLog,performance,Float,No,,,Core Infrastructure
EquipmentPerformanceLog,goodUnits,Int,No,,,Core Infrastructure
EquipmentPerformanceLog,rejectedUnits,Int,No,,,Core Infrastructure
EquipmentPerformanceLog,scrapUnits,Int,No,,,Core Infrastructure
EquipmentPerformanceLog,reworkUnits,Int,No,,,Core Infrastructure
EquipmentPerformanceLog,quality,Float,No,,,Core Infrastructure
EquipmentPerformanceLog,oee,Float,No,,,Core Infrastructure
EquipmentPerformanceLog,workOrderId,String,Yes,,,Core Infrastructure
EquipmentPerformanceLog,partId,String,Yes,,,Core Infrastructure
EquipmentPerformanceLog,operatorId,String,Yes,,,Core Infrastructure
EquipmentPerformanceLog,teep,Float,Yes,,,Core Infrastructure
EquipmentPerformanceLog,utilizationRate,Float,Yes,,,Core Infrastructure
EquipmentPerformanceLog,notes,String,Yes,,,Core Infrastructure
EquipmentPerformanceLog,hasAnomalies,Boolean,No,auto,,Core Infrastructure
EquipmentPerformanceLog,createdAt,DateTime,No,now(,,Core Infrastructure
EquipmentPerformanceLog,calculatedAt,DateTime,No,now(,,Core Infrastructure
EquipmentPerformanceLog,equipment,Equipment,No,,,Core Infrastructure
Inventory,id,String,No,cuid(,,Other
Inventory,partId,String,No,,,Other
Inventory,location,String,No,,,Other
Inventory,lotNumber,String,Yes,,,Other
Inventory,quantity,Float,No,,,Other
Inventory,unitOfMeasure,String,No,,,Other
Inventory,unitCost,Float,Yes,,,Other
Inventory,receivedDate,DateTime,Yes,,,Other
Inventory,expiryDate,DateTime,Yes,,,Other
Inventory,isActive,Boolean,No,true,,Other
Inventory,createdAt,DateTime,No,now(,,Other
Inventory,updatedAt,DateTime,No,,,Other
Inventory,part,Part,No,,,Other
Inventory,transactions,MaterialTransaction[],No,,,Other
MaterialTransaction,id,String,No,cuid(,,Material Management
MaterialTransaction,inventoryId,String,No,,,Material Management
MaterialTransaction,workOrderId,String,Yes,,,Material Management
MaterialTransaction,transactionType,MaterialTransactionType,No,,Type of material movement or inventory transaction being recorded,Material Management
MaterialTransaction,quantity,Float,No,,Amount of material involved in the transaction with appropriate units of measure,Material Management
MaterialTransaction,unitOfMeasure,String,No,,,Material Management
MaterialTransaction,reference,String,Yes,,,Material Management
MaterialTransaction,transactionDate,DateTime,No,now(,,Material Management
MaterialTransaction,createdAt,DateTime,No,now(,,Material Management
MaterialTransaction,inventory,Inventory,No,,,Material Management
MaterialTransaction,workOrder,WorkOrder,Yes,,,Material Management
SerializedPart,id,String,No,cuid(,,Other
SerializedPart,serialNumber,String,No,,,Other
SerializedPart,partId,String,No,,,Other
SerializedPart,workOrderId,String,Yes,,,Other
SerializedPart,lotNumber,String,Yes,,,Other
SerializedPart,status,String,No,,,Other
SerializedPart,currentLocation,String,Yes,,,Other
SerializedPart,manufactureDate,DateTime,Yes,,,Other
SerializedPart,shipDate,DateTime,Yes,,,Other
SerializedPart,customerInfo,String,Yes,,,Other
SerializedPart,createdAt,DateTime,No,now(,,Other
SerializedPart,updatedAt,DateTime,No,,,Other
SerializedPart,inspectionRecords,InspectionRecord[],No,,,Other
SerializedPart,components,PartGenealogy[],No,,,Other
SerializedPart,genealogy,PartGenealogy[],No,,,Other
SerializedPart,qifMeasurementResults,QIFMeasurementResult[],No,,,Other
SerializedPart,part,Part,No,,,Other
PartGenealogy,id,String,No,cuid(,,Other
PartGenealogy,parentPartId,String,No,,,Other
PartGenealogy,componentPartId,String,No,,,Other
PartGenealogy,assemblyDate,DateTime,Yes,,,Other
PartGenealogy,assemblyOperator,String,Yes,,,Other
PartGenealogy,createdAt,DateTime,No,now(,,Other
PartGenealogy,componentPart,SerializedPart,No,,,Other
PartGenealogy,parentPart,SerializedPart,No,,,Other
WorkInstruction,id,String,No,cuid(,,Document Management
WorkInstruction,title,String,No,,,Document Management
WorkInstruction,description,String,Yes,,,Document Management
WorkInstruction,partId,String,Yes,,,Document Management
WorkInstruction,operationId,String,Yes,,,Document Management
WorkInstruction,version,String,No,1.0.0,,Document Management
WorkInstruction,status,WorkInstructionStatus,No,DRAFT,,Document Management
WorkInstruction,effectiveDate,DateTime,Yes,,,Document Management
WorkInstruction,supersededDate,DateTime,Yes,,,Document Management
WorkInstruction,ecoNumber,String,Yes,,,Document Management
WorkInstruction,approvedById,String,Yes,,,Document Management
WorkInstruction,approvedAt,DateTime,Yes,,,Document Management
WorkInstruction,approvalHistory,Json,Yes,,,Document Management
WorkInstruction,createdById,String,No,,,Document Management
WorkInstruction,updatedById,String,No,,,Document Management
WorkInstruction,createdAt,DateTime,No,now(,,Document Management
WorkInstruction,updatedAt,DateTime,No,,,Document Management
WorkInstruction,operationType,String,Yes,,,Document Management
WorkInstruction,requiredForExecution,Boolean,No,auto,,Document Management
WorkInstruction,contentFormat,WorkInstructionFormat,No,NATIVE,,Document Management
WorkInstruction,nativeContent,Json,Yes,,,Document Management
WorkInstruction,importedFromFile,String,Yes,,,Document Management
WorkInstruction,exportTemplateId,String,Yes,,,Document Management
WorkInstruction,tags,String[],No,,,Document Management
WorkInstruction,categories,String[],No,,,Document Management
WorkInstruction,keywords,String[],No,,,Document Management
WorkInstruction,thumbnailUrl,String,Yes,,,Document Management
WorkInstruction,operationStandard,Operation[],No,,,Document Management
WorkInstruction,routingStepOverrides,RoutingStep[],No,,,Document Management
WorkInstruction,mediaLibraryItems,WorkInstructionMedia[],No,,,Document Management
WorkInstruction,relatedDocuments,WorkInstructionRelation[],No,,,Document Management
WorkInstruction,steps,WorkInstructionStep[],No,,,Document Management
WorkInstruction,approvedBy,User,Yes,,,Document Management
WorkInstruction,createdBy,User,No,,,Document Management
WorkInstruction,exportTemplate,ExportTemplate,Yes,,,Document Management
WorkInstruction,updatedBy,User,No,,,Document Management
WorkInstructionStep,id,String,No,cuid(,,Document Management
WorkInstructionStep,workInstructionId,String,No,,,Document Management
WorkInstructionStep,stepNumber,Int,No,,,Document Management
WorkInstructionStep,title,String,No,,,Document Management
WorkInstructionStep,content,String,No,,,Document Management
WorkInstructionStep,imageUrls,String[],No,,,Document Management
WorkInstructionStep,videoUrls,String[],No,,,Document Management
WorkInstructionStep,attachmentUrls,String[],No,,,Document Management
WorkInstructionStep,estimatedDuration,Int,Yes,,,Document Management
WorkInstructionStep,isCritical,Boolean,No,auto,,Document Management
WorkInstructionStep,requiresSignature,Boolean,No,auto,,Document Management
WorkInstructionStep,dataEntryFields,Json,Yes,,,Document Management
WorkInstructionStep,createdAt,DateTime,No,now(,,Document Management
WorkInstructionStep,updatedAt,DateTime,No,,,Document Management
WorkInstructionStep,workInstruction,WorkInstruction,No,,,Document Management
WorkInstructionExecution,id,String,No,cuid(,,Document Management
WorkInstructionExecution,workInstructionId,String,No,,,Document Management
WorkInstructionExecution,workOrderId,String,No,,,Document Management
WorkInstructionExecution,operationId,String,Yes,,,Document Management
WorkInstructionExecution,operatorId,String,No,,,Document Management
WorkInstructionExecution,currentStepNumber,Int,No,1,,Document Management
WorkInstructionExecution,status,WorkInstructionExecutionStatus,No,IN_PROGRESS,,Document Management
WorkInstructionExecution,startedAt,DateTime,No,now(,,Document Management
WorkInstructionExecution,completedAt,DateTime,Yes,,,Document Management
WorkInstructionExecution,createdAt,DateTime,No,now(,,Document Management
WorkInstructionExecution,updatedAt,DateTime,No,,,Document Management
WorkInstructionExecution,operator,User,No,,,Document Management
WorkInstructionExecution,stepExecutions,WorkInstructionStepExecution[],No,,,Document Management
WorkInstructionStepExecution,id,String,No,cuid(,,Document Management
WorkInstructionStepExecution,executionId,String,No,,,Document Management
WorkInstructionStepExecution,stepNumber,Int,No,,,Document Management
WorkInstructionStepExecution,status,String,No,PENDING,,Document Management
WorkInstructionStepExecution,dataEntered,Json,Yes,,,Document Management
WorkInstructionStepExecution,notes,String,Yes,,,Document Management
WorkInstructionStepExecution,signedById,String,Yes,,,Document Management
WorkInstructionStepExecution,signedAt,DateTime,Yes,,,Document Management
WorkInstructionStepExecution,startedAt,DateTime,Yes,,,Document Management
WorkInstructionStepExecution,completedAt,DateTime,Yes,,,Document Management
WorkInstructionStepExecution,createdAt,DateTime,No,now(,,Document Management
WorkInstructionStepExecution,updatedAt,DateTime,No,,,Document Management
WorkInstructionStepExecution,execution,WorkInstructionExecution,No,,,Document Management
WorkInstructionStepExecution,signedBy,User,Yes,,,Document Management
ElectronicSignature,id,String,No,cuid(,,Other
ElectronicSignature,signatureType,ElectronicSignatureType,No,,,Other
